Date/Time,Value
2023-05-12T19:54:41.000Z,13.742
2023-05-12T19:54:42.000Z,13.742
2023-05-12T19:54:43.000Z,13.742
2023-05-12T19:54:44.000Z,13.742
2023-05-12T19:54:45.000Z,13.742
2023-05-12T19:54:46.000Z,13.742
2023-05-12T19:54:47.000Z,13.742
2023-05-12T19:54:48.000Z,13.742
2023-05-12T19:54:49.000Z,13.742
2023-05-12T19:54:50.000Z,13.742
2023-05-13T01:54:41.000Z,13.722
2023-05-13T01:54:42.000Z,13.722
2023-05-13T01:54:43.000Z,13.722
2023-05-13T01:54:44.000Z,13.722
2023-05-13T01:54:45.000Z,13.722
2023-05-13T01:54:46.000Z,13.722
2023-05-13T01:54:47.000Z,13.722
2023-05-13T01:54:48.000Z,13.722
2023-05-13T01:54:49.000Z,13.722
2023-05-13T01:54:50.000Z,13.722
2023-05-13T07:54:41.000Z,13.652
2023-05-13T07:54:42.000Z,13.652
2023-05-13T07:54:43.000Z,13.652
2023-05-13T07:54:44.000Z,13.652
2023-05-13T07:54:45.000Z,13.652
2023-05-13T07:54:46.000Z,13.652
2023-05-13T07:54:47.000Z,13.652
2023-05-13T07:54:48.000Z,13.652
2023-05-13T07:54:49.000Z,13.652
2023-05-13T07:54:50.000Z,13.652
2023-05-13T13:54:40.000Z,13.679
2023-05-13T13:54:41.000Z,13.679
2023-05-13T13:54:42.000Z,13.679
2023-05-13T13:54:43.000Z,13.679
2023-05-13T13:54:44.000Z,13.679
2023-05-13T13:54:45.000Z,13.679
2023-05-13T13:54:46.000Z,13.679
2023-05-13T13:54:47.000Z,13.679
2023-05-13T13:54:48.000Z,13.679
2023-05-13T13:54:50.000Z,13.679
2023-05-15T01:54:41.000Z,13.436
2023-05-15T01:54:42.000Z,13.436
2023-05-15T01:54:43.000Z,13.436
2023-05-15T01:54:44.000Z,13.436
2023-05-15T01:54:45.000Z,13.436
2023-05-15T01:54:46.000Z,13.436
2023-05-15T01:54:47.000Z,13.436
2023-05-15T01:54:48.000Z,13.436
2023-05-15T01:54:49.000Z,13.436
2023-05-15T01:54:50.000Z,13.436
2023-05-15T07:54:41.000Z,13.816
2023-05-15T07:54:42.000Z,13.816
2023-05-15T07:54:43.000Z,13.816
2023-05-15T07:54:44.000Z,13.816
2023-05-15T07:54:45.000Z,13.816
2023-05-15T07:54:46.000Z,13.816
2023-05-15T07:54:47.000Z,13.816
2023-05-15T07:54:48.000Z,13.816
2023-05-15T07:54:49.000Z,13.816
2023-05-15T07:54:50.000Z,13.816
2023-05-15T13:54:41.000Z,13.788
2023-05-15T13:54:42.000Z,13.788
2023-05-15T13:54:43.000Z,13.788
2023-05-15T13:54:44.000Z,13.788
2023-05-15T13:54:45.000Z,13.788
2023-05-15T13:54:46.000Z,13.788
2023-05-15T13:54:47.000Z,13.788
2023-05-15T13:54:48.000Z,13.788
2023-05-15T13:54:49.000Z,13.788
2023-05-15T13:54:50.000Z,13.788
2023-05-15T19:54:41.000Z,13.811
2023-05-15T19:54:42.000Z,13.811
2023-05-15T19:54:43.000Z,13.811
2023-05-15T19:54:44.000Z,13.811
2023-05-15T19:54:45.000Z,13.811
2023-05-15T19:54:46.000Z,13.811
2023-05-15T19:54:47.000Z,13.811
2023-05-15T19:54:48.000Z,13.811
2023-05-15T19:54:49.000Z,13.811
2023-05-15T19:54:50.000Z,13.811
2023-05-16T01:54:41.000Z,13.426
2023-05-16T01:54:42.000Z,13.426
2023-05-16T01:54:43.000Z,13.426
2023-05-16T01:54:44.000Z,13.426
2023-05-16T01:54:45.000Z,13.426
2023-05-16T01:54:46.000Z,13.426
2023-05-16T01:54:47.000Z,13.426
2023-05-16T01:54:48.000Z,13.426
2023-05-16T01:54:49.000Z,13.426
2023-05-16T01:54:50.000Z,13.426
2023-05-16T07:54:41.000Z,13.513
