Date/Time,Value
2022-04-01T00:04:00.414Z,0.452
2022-04-01T00:05:00.416Z,0.454
2022-04-01T00:06:00.417Z,0.46
2022-04-01T00:07:00.419Z,0.461
2022-04-01T00:08:00.423Z,0.457
2022-04-01T00:09:00.424Z,0.471
2022-04-01T08:05:00.122Z,1.523
2022-04-01T08:06:00.118Z,1.517
2022-04-01T08:07:00.119Z,1.525
2022-04-01T08:08:00.122Z,1.527
2022-04-01T08:09:00.123Z,1.527
2022-04-01T08:10:00.125Z,1.53
2022-04-01T12:01:00.164Z,2.232
2022-04-01T12:02:00.150Z,2.255
2022-04-01T12:03:00.152Z,2.265
2022-04-01T12:04:00.154Z,2.239
2022-04-01T12:05:00.155Z,2.295
2022-04-01T12:06:00.159Z,2.28
2022-04-01T12:07:00.163Z,2.307
2022-04-01T12:08:00.166Z,2.161
2022-04-01T12:09:00.152Z,2.273
2022-04-01T12:10:00.153Z,2.288
2022-04-01T16:01:00.145Z,4.164
2022-04-01T16:02:00.148Z,4.107
2022-04-01T16:03:00.137Z,4.111
2022-04-01T16:04:00.154Z,4.108
2022-04-01T16:05:00.139Z,4.122
2022-04-01T16:06:00.155Z,4.099
2022-04-01T16:07:00.140Z,4.112
2022-04-01T16:08:00.142Z,4.116
2022-04-01T16:09:00.144Z,4.117
2022-04-01T16:10:00.146Z,4.124
2022-04-01T20:05:00.198Z,4.118
2022-04-01T20:06:00.200Z,4.124
2022-04-01T20:07:00.189Z,4.115
2022-04-01T20:08:00.190Z,4.116
2022-04-01T20:09:00.208Z,4.128
2022-04-01T20:10:00.195Z,4.121
2022-04-02T00:00:00.179Z,4.224
2022-04-02T00:01:00.184Z,4.176
2022-04-02T00:02:00.185Z,4.187
2022-04-02T00:03:00.188Z,4.193
2022-04-02T00:04:00.187Z,4.214
2022-04-02T00:05:00.190Z,4.197
2022-04-02T00:06:00.191Z,4.193
2022-04-02T00:07:00.190Z,4.198
2022-04-02T00:08:00.175Z,4.17
2022-04-02T00:09:00.176Z,4.194
2022-04-04T08:05:00.285Z,11.448
2022-04-04T08:06:00.284Z,11.66
2022-04-04T08:07:00.266Z,11.658
2022-04-04T08:08:00.275Z,11.32
2022-04-04T08:09:00.272Z,11.593
2022-04-04T08:10:00.271Z,11.431
2022-04-04T12:01:00.292Z,11.546
2022-04-04T12:02:00.292Z,11.566
2022-04-04T12:03:00.290Z,11.543
2022-04-04T12:04:00.291Z,11.559
2022-04-04T12:05:00.294Z,11.723
2022-04-04T12:06:00.293Z,11.828
2022-04-04T12:07:00.289Z,11.642
2022-04-04T12:08:00.286Z,11.729
2022-04-04T12:09:00.290Z,11.684
2022-04-04T12:10:00.289Z,11.793
2022-04-04T16:01:00.271Z,12.462
2022-04-04T16:02:00.272Z,12.475
2022-04-04T16:03:00.271Z,12.472
2022-04-04T16:04:00.271Z,12.475
2022-04-04T16:05:00.345Z,12.465
2022-04-04T16:06:00.266Z,12.479
2022-04-04T16:07:00.265Z,12.479
2022-04-04T16:08:00.265Z,12.475
2022-04-04T16:09:00.265Z,12.48
2022-04-04T16:10:00.266Z,12.476
2022-04-04T20:05:00.297Z,12.613
2022-04-04T20:06:00.368Z,12.613
2022-04-04T20:07:00.337Z,12.614
2022-04-04T20:08:00.351Z,12.614
2022-04-04T20:09:00.325Z,12.614
2022-04-04T20:10:00.338Z,12.614
2022-04-05T00:00:00.319Z,12.601
2022-04-05T00:01:00.325Z,12.601
2022-04-05T00:02:00.313Z,12.601
2022-04-05T00:03:00.316Z,12.6
2022-04-05T00:04:00.320Z,12.601
2022-04-05T00:05:00.317Z,12.6
2022-04-05T00:06:00.320Z,12.601
2022-04-05T00:07:00.311Z,12.6
2022-04-05T00:08:00.316Z,12.6
2022-04-05T00:09:00.324Z,12.601
2022-04-05T07:30:00.339Z,30.074
2022-04-05T07:31:00.416Z,30.248
2022-04-05T07:32:00.337Z,30.384
2022-04-05T07:33:00.347Z,30.506
2022-04-05T07:34:00.349Z,30.564
2022-04-05T07:35:00.329Z,30.568
2022-04-05T07:36:00.345Z,30.528
2022-04-05T07:37:00.328Z,30.548
2022-04-05T07:38:00.343Z,30.59
2022-04-05T07:39:00.341Z,30.603
2022-04-05T07:40:00.341Z,30.594
2022-04-05T07:41:00.345Z,30.645
2022-04-05T07:42:00.347Z,30.667
2022-04-05T07:43:00.337Z,30.726
2022-04-05T07:44:00.336Z,30.73
2022-04-05T07:45:00.334Z,30.694
2022-04-05T07:46:00.348Z,30.699
2022-04-05T07:47:00.335Z,30.69
2022-04-05T07:48:00.340Z,30.654
2022-04-05T07:49:00.330Z,30.705
2022-04-05T07:50:00.333Z,30.668
2022-04-05T07:51:00.333Z,30.668
2022-04-05T07:52:00.347Z,30.786
2022-04-05T07:53:00.346Z,30.77
2022-04-05T07:54:00.330Z,30.761
2022-04-05T07:55:00.343Z,30.712
2022-04-05T07:56:00.344Z,30.718
2022-04-05T07:57:00.333Z,30.708
2022-04-05T07:58:00.346Z,30.727
2022-04-05T07:59:00.346Z,30.71
2022-04-05T08:00:00.332Z,30.682
2022-04-05T08:05:00.328Z,30.592
2022-04-05T08:06:00.329Z,30.596
2022-04-05T08:07:00.345Z,30.524
2022-04-05T08:08:00.338Z,30.508
2022-04-05T08:09:00.336Z,30.489
2022-04-05T08:10:00.337Z,30.518
2022-04-05T08:15:00.339Z,30.655
2022-04-05T08:16:00.338Z,30.661
2022-04-05T08:17:00.329Z,30.598
2022-04-05T08:18:00.345Z,30.644
2022-04-05T08:19:00.334Z,30.687
2022-04-05T08:20:00.337Z,30.623
2022-04-05T08:21:00.336Z,30.634
