Date/Time,Value
2023-05-12T17:49:08.000Z,0.0
2023-05-12T17:49:13.000Z,0.0
2023-05-12T18:19:08.000Z,0.0
2023-05-12T18:19:13.000Z,0.0
2023-05-12T18:49:08.000Z,35.5874
2023-05-12T18:49:13.000Z,0.0
2023-05-12T19:19:08.000Z,35.591
2023-05-12T19:19:13.000Z,35.3757
2023-05-12T19:49:08.000Z,35.5876
2023-05-12T19:49:13.000Z,35.5203
2023-05-12T20:19:08.000Z,35.5866
2023-05-12T20:19:13.000Z,35.5401
2023-05-12T20:49:08.000Z,35.5867
2023-05-12T20:49:13.000Z,35.5431
2023-05-12T21:19:08.000Z,35.5851
2023-05-12T21:19:13.000Z,35.5406
2023-05-12T21:49:08.000Z,35.5824
2023-05-12T21:49:13.000Z,35.5412
2023-05-12T22:19:08.000Z,35.5832
2023-05-12T22:19:13.000Z,35.5434
2023-05-12T22:49:08.000Z,35.5825
2023-05-12T22:49:13.000Z,35.5457
2023-05-12T23:19:08.000Z,35.5829
2023-05-12T23:19:13.000Z,35.5576
2023-05-12T23:49:08.000Z,35.5847
2023-05-12T23:49:13.000Z,35.5682
2023-05-13T00:19:08.000Z,35.586
2023-05-13T00:19:13.000Z,35.5675
2023-05-13T00:49:08.000Z,35.5949
2023-05-13T00:49:13.000Z,35.5706
2023-05-13T01:19:08.000Z,35.5875
2023-05-13T01:19:13.000Z,35.5716
2023-05-13T01:49:08.000Z,35.5876
2023-05-13T01:49:13.000Z,35.5726
2023-05-13T02:19:08.000Z,35.5882
2023-05-13T02:19:13.000Z,35.5747
2023-05-13T02:49:08.000Z,35.5935
2023-05-13T02:49:13.000Z,35.5758
2023-05-13T03:19:08.000Z,35.5927
2023-05-13T03:19:13.000Z,35.5816
2023-05-13T03:49:08.000Z,35.6207
2023-05-13T03:49:13.000Z,35.5804
2023-05-13T04:19:08.000Z,35.587
2023-05-13T04:19:13.000Z,35.5827
2023-05-13T04:49:08.000Z,35.5857
2023-05-13T04:49:13.000Z,35.5835
2023-05-13T05:19:08.000Z,35.5843
2023-05-13T05:19:13.000Z,35.5819
2023-05-13T05:49:08.000Z,35.5833
2023-05-13T05:49:13.000Z,35.5825
2023-05-13T06:19:08.000Z,35.5958
2023-05-13T06:19:13.000Z,35.582
2023-05-13T06:49:08.000Z,35.5817
2023-05-13T06:49:13.000Z,35.583
2023-05-13T07:19:08.000Z,35.5855
2023-05-13T07:19:13.000Z,35.5804
2023-05-13T07:49:08.000Z,35.5829
2023-05-13T07:49:13.000Z,35.5822
2023-05-13T08:19:08.000Z,35.5848
2023-05-13T08:19:13.000Z,35.5835
2023-05-13T08:49:08.000Z,35.5804
2023-05-13T08:49:13.000Z,35.5834
2023-05-13T09:19:08.000Z,35.5836
2023-05-13T09:19:13.000Z,35.5873
2023-05-13T09:49:08.000Z,35.5827
2023-05-13T09:49:13.000Z,35.5873
2023-05-13T10:19:08.000Z,35.5841
2023-05-13T10:19:13.000Z,35.5908
2023-05-13T10:49:08.000Z,35.5891
2023-05-13T10:49:13.000Z,35.5919
2023-05-13T11:19:08.000Z,35.5925
2023-05-13T11:19:13.000Z,35.5932
2023-05-13T11:49:08.000Z,35.5992
2023-05-13T11:49:13.000Z,35.5944
2023-05-13T12:19:08.000Z,35.5842
2023-05-13T12:19:13.000Z,35.5963
2023-05-13T12:49:08.000Z,35.587
2023-05-13T12:49:13.000Z,35.5964
2023-05-13T13:19:08.000Z,35.5786
2023-05-13T13:19:13.000Z,35.5912
2023-05-13T13:49:08.000Z,35.5834
2023-05-13T13:49:13.000Z,35.5914
2023-05-13T14:19:08.000Z,35.5822
2023-05-13T14:19:13.000Z,35.5949
2023-05-13T14:49:08.000Z,35.5802
2023-05-13T14:49:13.000Z,35.5907
2023-05-13T15:19:08.000Z,35.5795
2023-05-13T15:19:13.000Z,35.5909
2023-05-13T15:49:08.000Z,35.5817
2023-05-13T15:49:13.000Z,35.5895
2023-05-13T16:19:08.000Z,35.6174
2023-05-13T16:19:13.000Z,35.5851
2023-05-13T16:49:08.000Z,35.6086
2023-05-13T16:49:13.000Z,35.5813
2023-05-13T17:19:08.000Z,35.5902
2023-05-13T17:19:13.000Z,35.5796
2023-05-13T17:49:08.000Z,35.5833
2023-05-13T17:49:13.000Z,35.5783
2023-05-13T18:19:08.000Z,35.5874
2023-05-13T18:19:13.000Z,35.5802
2023-05-13T18:49:08.000Z,35.5852
2023-05-13T18:49:13.000Z,35.5814
2023-05-13T19:19:08.000Z,35.5841
2023-05-13T19:19:13.000Z,35.5821
2023-05-13T19:49:08.000Z,35.5846
2023-05-13T19:49:13.000Z,35.5836
